symbol,bucket,date,is_abnormal,activity_type,return_zscore,volume_zscore,relative_strength_zscore,gap_pct,same_day_return,fwd_1d,fwd_5d,fwd_20d,dd_5d,mfe_5d
PFE,large_healthcare,2024-02-22,False,,,,,,-0.004336826888326706,0.007622504537205144,-0.03593466424682401,0.0039927404718693715,-0.0362976406533575,0.019455535390199508
PFE,large_healthcare,2024-02-23,False,,,,,,0.007622504537205144,-0.02089337175792516,-0.04214697406340062,-0.014409221902017322,-0.04502881844380402,-0.0032420749279539196
PFE,large_healthcare,2024-02-26,False,,,,,,-0.02089337175792516,-0.010669610007358332,-0.047461368653421654,0.00919793966151583,-0.05776306107431939,0.0020235467255333983
PFE,large_healthcare,2024-02-27,False,,,,,,-0.010669610007358332,0.005578281889178083,-0.03012272220156198,0.026031982149497868,-0.04760133878765349,0.01283004834510959
PFE,large_healthcare,2024-02-28,False,,,,,,0.005578281889178083,-0.017751479289940808,0.005547337278106523,0.0273668639053255,-0.05288461538461542,0.009615384615384581
PFE,large_healthcare,2024-02-29,False,,,,,,-0.017751479289940808,0.0011295180722892262,0.008659638554216809,0.044804216867469826,-0.03576807228915657,0.028614457831325435
PFE,large_healthcare,2024-03-01,False,,,,,,0.0011295180722892262,-0.026325686348251165,0.023693117713426082,0.04249717939074826,-0.03685596088755172,0.027453930048890518
PFE,large_healthcare,2024-03-04,True,volume_spike,-1.916529,5.478486,-1.630605,-0.010906,-0.026325686348251165,0.007338740826573931,0.09578988026264978,0.06411741985322528,-0.0077249903437620615,0.09656237929702582
PFE,large_healthcare,2024-03-05,True,volume_spike,0.658366,2.493916,1.56831,-0.000772,0.007338740826573931,0.04256134969325176,0.07400306748466279,0.043711656441717706,0.026073619631902023,0.08857361963190202
PFE,large_healthcare,2024-03-06,True,return_zscore;volume_spike;sector_relative_move,3.130333,2.814959,2.830493,0.031442,0.04256134969325176,-0.014711290915777941,0.03788157410812798,-0.01986024273630016,-0.015814637734461234,0.055167340934166864
PFE,large_healthcare,2024-03-07,False,,,,,,-0.014711290915777941,0.016050765210899653,0.050018663680477804,-0.004852556924225371,0.002239641657334923,0.07092198581560294
PFE,large_healthcare,2024-03-08,False,,,,,,0.016050765210899653,0.042248346803820835,0.026451138868479163,-0.023512123438648058,0.0033063923585598953,0.05400440852314481
