family_key,event_key,symbol,control_date,horizon_days,baseline_close,forward_close,directional_return,absolute_return,path_range,control_role
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-21,5,20.86,21.09,0.011025886864812984,0.011025886864812984,0.038830297219558996,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-22,5,21.31,21.72,0.019239793524167048,0.019239793524167048,0.05161895823557017,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-25,5,20.77,21.51,0.03562831006259026,0.03562831006259026,0.052961001444390976,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-08,1,40.07,40.35,0.006987771400049914,0.006987771400049914,0.01696780633890682,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-11,1,40.35,40.7,0.00867410161090465,0.00867410161090465,0.01660470879801723,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-12,1,40.7,39.81,-0.021867321867321876,0.021867321867321876,0.036117936117936233,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-13,1,39.81,40.41,0.015071590052750494,0.015071590052750494,0.03428786737000755,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-14,1,40.41,39.43,-0.024251422915119947,0.024251422915119947,0.02821083890126208,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-15,1,39.43,39.38,-0.001268069997463761,0.001268069997463761,0.02130357595739285,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-19,1,39.38,38.57,-0.020568816658202205,0.020568816658202205,0.03638902996444904,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-21,1,39.25,40.3,0.026751592356687892,0.026751592356687892,0.010700636942675201,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-22,1,40.3,39.96,-0.008436724565756726,0.008436724565756726,0.016625310173697172,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-25,1,39.96,39.56,-0.010010010010010006,0.010010010010010006,0.02077077077077072,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-26,1,39.56,39.95,0.009858442871587547,0.009858442871587547,0.023255813953488524,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-27,1,39.95,39.9,-0.0012515644555696204,0.0012515644555696204,0.015769712140175307,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-28,1,39.9,41.24,0.03358395989974938,0.03358395989974938,0.026844611528822115,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-29,1,41.24,41.45,0.005092143549951578,0.005092143549951578,0.016610087293889464,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-08,5,40.07,39.43,-0.01597204891439985,0.01597204891439985,0.05665086099326189,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-11,5,40.35,39.38,-0.024039653035935582,0.024039653035935582,0.05625774473358114,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-12,5,40.7,38.57,-0.052334152334152395,0.052334152334152395,0.07624078624078623,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-13,5,39.81,39.25,-0.01406681738256721,0.01406681738256721,0.06940467219291635,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLK,2016-01-14,5,40.41,40.3,-0.0027220984904726686,0.0027220984904726686,0.058723088344469154,pre_event_control
