target_candidate_id,available_time,available_day,underlying_action_plan_ref,base_action_type,base_action_side,residual_type,residual_direction,realized_underlying_return_after_entry,realized_net_underlying_utility,no_trade_opportunity_cost,residual_severity_score,base_reason_codes,nearby_event_families,nearby_event_sources,layer_1_7_basis
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-11T15:30:00-04:00,2016-05-11,uap_37dbf558a670c23e,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-11T15:30:00-04:00,2016-05-11,uap_6fcf8fef7ceed48a,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_fbe52f2e21f9aa74,2016-05-11T15:30:00-04:00,2016-05-11,uap_a24ad4a16cc5b94a,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-11T15:30:00-04:00,2016-05-11,uap_b2545c2bb559d11f,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-11T15:30:00-04:00,2016-05-11,uap_ce9bddbb80806192,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_fbe52f2e21f9aa74,2016-05-11T15:30:00-04:00,2016-05-11,uap_ddc61f0e1c7b7073,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_ca5e7000a7034e85,2016-05-11T16:00:00-04:00,2016-05-11,uap_250ab93dff48434c,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_ca5e7000a7034e85,2016-05-11T16:00:00-04:00,2016-05-11,uap_260e2ef512bb3c0b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-11T16:00:00-04:00,2016-05-11,uap_5d53f620d6828c71,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_599e72aec736a976,2016-05-11T16:00:00-04:00,2016-05-11,uap_7cab4ed3bc1272ed,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_599e72aec736a976,2016-05-11T16:00:00-04:00,2016-05-11,uap_b30cc06aea15bb8d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-11T16:00:00-04:00,2016-05-11,uap_c0f54dab15e30a7b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_39f5e8d97216dd67,2016-05-12T06:30:00-04:00,2016-05-12,uap_a08571dceac1d478,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_39f5e8d97216dd67,2016-05-12T06:30:00-04:00,2016-05-12,uap_d3bdeba5bcfc386c,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-12T07:00:00-04:00,2016-05-12,uap_5c7437109d99b2c5,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-12T07:00:00-04:00,2016-05-12,uap_ad30e8724be8ebae,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-12T07:30:00-04:00,2016-05-12,uap_25d6ec7c4eb19b0d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-12T07:30:00-04:00,2016-05-12,uap_86aeb6612ca278e4,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5c29465086009fd8,2016-05-12T08:30:00-04:00,2016-05-12,uap_802a02577950bc01,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5c29465086009fd8,2016-05-12T08:30:00-04:00,2016-05-12,uap_e41b860c14871b81,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-12T09:00:00-04:00,2016-05-12,uap_1b131099bfc69eab,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-12T09:00:00-04:00,2016-05-12,uap_9e0b1eaecd0a49a7,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5c29465086009fd8,2016-05-12T09:30:00-04:00,2016-05-12,uap_201211ff0f857d8e,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-12T09:30:00-04:00,2016-05-12,uap_255b83ddbe0afeec,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5c29465086009fd8,2016-05-12T09:30:00-04:00,2016-05-12,uap_418b7a8ce0309e3a,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-12T09:30:00-04:00,2016-05-12,uap_461399fdc1220959,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_7b8f11504fec8125,2016-05-12T09:30:00-04:00,2016-05-12,uap_566727fc7342dab4,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-12T09:30:00-04:00,2016-05-12,uap_5b9dd16e2df4315d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-12T09:30:00-04:00,2016-05-12,uap_6031fa6985d107e7,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-12T09:30:00-04:00,2016-05-12,uap_7834ce146eba34df,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_7b8f11504fec8125,2016-05-12T09:30:00-04:00,2016-05-12,uap_a82436bd85b1ca35,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-12T09:30:00-04:00,2016-05-12,uap_e0a8b5c2990891bb,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-12T11:00:00-04:00,2016-05-12,uap_543e386c18a2a7dd,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-12T11:00:00-04:00,2016-05-12,uap_5aec1c8bc4099a3b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-12T11:00:00-04:00,2016-05-12,uap_bce9dadc036fae01,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-12T11:00:00-04:00,2016-05-12,uap_d5a2432148800659,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-12T12:30:00-04:00,2016-05-12,uap_926b25cb2d28f62d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_366e060b3f062fc3,2016-05-12T12:30:00-04:00,2016-05-12,uap_fb4e14c55a52201c,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_599e72aec736a976,2016-05-12T16:00:00-04:00,2016-05-12,uap_81e99b298c9ed108,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_599e72aec736a976,2016-05-12T16:00:00-04:00,2016-05-12,uap_f4ddb59f76fd1f8a,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_39f5e8d97216dd67,2016-05-13T04:00:00-04:00,2016-05-13,uap_115b46218b45fe67,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_39f5e8d97216dd67,2016-05-13T04:00:00-04:00,2016-05-13,uap_343c1bc4086f53ad,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5d9207005a1ac4e6,2016-05-13T09:30:00-04:00,2016-05-13,uap_06d52c0a27bc2f94,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-13T09:30:00-04:00,2016-05-13,uap_6c4240af9a56b7ac,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_fbe52f2e21f9aa74,2016-05-13T09:30:00-04:00,2016-05-13,uap_975e0e0b130361e0,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-13T09:30:00-04:00,2016-05-13,uap_bc581e08e0c9bead,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_fbe52f2e21f9aa74,2016-05-13T09:30:00-04:00,2016-05-13,uap_cf7894cfc8adc809,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5d9207005a1ac4e6,2016-05-13T09:30:00-04:00,2016-05-13,uap_db4336844adda34d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5d9207005a1ac4e6,2016-05-13T10:00:00-04:00,2016-05-13,uap_96b9a3513876cd40,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_599e72aec736a976,2016-05-13T10:00:00-04:00,2016-05-13,uap_9a1cd098b2c0fc11,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5d9207005a1ac4e6,2016-05-13T10:00:00-04:00,2016-05-13,uap_c0a69359b6fa7439,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_599e72aec736a976,2016-05-13T10:00:00-04:00,2016-05-13,uap_cef64d24df3aee8e,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-13T10:30:00-04:00,2016-05-13,uap_26a979160e4f61ba,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-13T10:30:00-04:00,2016-05-13,uap_5af40189da750024,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-13T10:30:00-04:00,2016-05-13,uap_5cc80a5e6ff44ccd,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-13T10:30:00-04:00,2016-05-13,uap_991d3a272bce8754,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-13T14:30:00-04:00,2016-05-13,uap_0dda0e8fed9f242b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_ca5e7000a7034e85,2016-05-13T14:30:00-04:00,2016-05-13,uap_4b514645dbb38497,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_fbe52f2e21f9aa74,2016-05-13T14:30:00-04:00,2016-05-13,uap_556e8b347f29f76f,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_fbe52f2e21f9aa74,2016-05-13T14:30:00-04:00,2016-05-13,uap_56f2293ff00e6148,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-13T14:30:00-04:00,2016-05-13,uap_a80b5e99f5ed19d3,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-13T14:30:00-04:00,2016-05-13,uap_ae2078c1df8b5728,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_ca5e7000a7034e85,2016-05-13T14:30:00-04:00,2016-05-13,uap_b9a39ca6a3992767,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-13T14:30:00-04:00,2016-05-13,uap_eff07ea15a21b747,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_39f5e8d97216dd67,2016-05-13T15:30:00-04:00,2016-05-13,uap_96432d80f7f98a45,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_39f5e8d97216dd67,2016-05-13T15:30:00-04:00,2016-05-13,uap_ffacc00b2afab9a4,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5c29465086009fd8,2016-05-13T16:00:00-04:00,2016-05-13,uap_2834fe40426eb8eb,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5c29465086009fd8,2016-05-13T16:00:00-04:00,2016-05-13,uap_4366f4ee12d8cc34,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-16T09:00:00-04:00,2016-05-16,uap_2ec90c137a1c6869,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-16T09:00:00-04:00,2016-05-16,uap_7c49cfd4f13cfa19,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_7b8f11504fec8125,2016-05-16T09:30:00-04:00,2016-05-16,uap_21fbf0b4eef7c4d4,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-16T09:30:00-04:00,2016-05-16,uap_5255ebcf4fc1ade5,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-16T09:30:00-04:00,2016-05-16,uap_570aa48d7c55891c,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_7b8f11504fec8125,2016-05-16T09:30:00-04:00,2016-05-16,uap_60aacedbec757831,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-16T09:30:00-04:00,2016-05-16,uap_85ba07a1f117b22b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_fbe52f2e21f9aa74,2016-05-16T09:30:00-04:00,2016-05-16,uap_8de8f295096546e6,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_fbe52f2e21f9aa74,2016-05-16T09:30:00-04:00,2016-05-16,uap_a2860cae0aa403aa,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_3664c6970628b4ab,2016-05-16T09:30:00-04:00,2016-05-16,uap_ac0fb4748391d573,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_ca5e7000a7034e85,2016-05-16T09:30:00-04:00,2016-05-16,uap_d0ca715d120c6fb6,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_ca5e7000a7034e85,2016-05-16T09:30:00-04:00,2016-05-16,uap_d51b2081ca2b7986,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5d9207005a1ac4e6,2016-05-16T14:30:00-04:00,2016-05-16,uap_31bec31a6255c14e,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_5d9207005a1ac4e6,2016-05-16T14:30:00-04:00,2016-05-16,uap_acd7d63ce964cfb0,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_39f5e8d97216dd67,2016-05-16T15:30:00-04:00,2016-05-16,uap_1127ab5dd3a7c49b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_39f5e8d97216dd67,2016-05-16T15:30:00-04:00,2016-05-16,uap_5debd7c37b9365ff,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_05_b1fc88d3c49ff59f,2016-05-16T15:30:00-04:00,2016-05-16,uap_9fccb30898763386,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
