direction_hypothesis,direction_sign,event_abs_fwd_10d,event_abs_fwd_14d,event_abs_fwd_1d,event_abs_fwd_5d,event_base_close,event_count,event_date,event_fwd_10d,event_fwd_14d,event_fwd_1d,event_fwd_5d,event_mae_10d,event_mae_14d,event_mae_1d,event_mae_5d,event_mfe_10d,event_mfe_14d,event_mfe_1d,event_mfe_5d,event_path_range_10d,event_path_range_14d,event_path_range_1d,event_path_range_5d,event_prior_1d_abs_return,event_prior_1d_return,matched_control_count,symbol
bullish_activity_or_put_selling,0,0.3236696787148594,0.6635291164658634,0.03275602409638556,0.010918674698795261,79.68,3,2026-04-24,0.3236696787148594,0.6635291164658634,0.03275602409638556,-0.010918674698795261,-0.07141064257028129,-0.07141064257028129,-0.03296310240963862,-0.07141064257028129,0.3255522088353413,0.671434487951807,0.03514056224899598,0.05158132530120474,0.3969628514056226,0.7428451305220884,0.06810366465863459,0.12299196787148607,0.05815602836879419,-0.05815602836879419,3,RKLB
mixed_or_conflicting_activity,0,0.3236696787148594,0.6635291164658634,0.03275602409638556,0.010918674698795261,79.68,11,2026-04-24,0.3236696787148594,0.6635291164658634,0.03275602409638556,-0.010918674698795261,-0.07141064257028129,-0.07141064257028129,-0.03296310240963862,-0.07141064257028129,0.3255522088353413,0.671434487951807,0.03514056224899598,0.05158132530120474,0.3969628514056226,0.7428451305220884,0.06810366465863459,0.12299196787148607,0.05815602836879419,-0.05815602836879419,3,RKLB
bearish_activity,-1,,,0.019033117624666973,0.33828194391574673,78.81,5,2026-05-01,,,0.019033117624666973,0.33828194391574673,,,-0.0324831874127649,-0.0324831874127649,,,0.03835807638624544,0.34018525567821345,,,0.07084126379901026,0.37266844309097835,0.04484304932735428,-0.04484304932735428,3,RKLB
bearish_activity_or_call_selling,0,,,0.019033117624666973,0.33828194391574673,78.81,3,2026-05-01,,,0.019033117624666973,0.33828194391574673,,,-0.0324831874127649,-0.0324831874127649,,,0.03835807638624544,0.34018525567821345,,,0.07084126379901026,0.37266844309097835,0.04484304932735428,-0.04484304932735428,3,RKLB
bullish_activity,1,,,0.019033117624666973,0.33828194391574673,78.81,4,2026-05-01,,,0.019033117624666973,0.33828194391574673,,,-0.0324831874127649,-0.0324831874127649,,,0.03835807638624544,0.34018525567821345,,,0.07084126379901026,0.37266844309097835,0.04484304932735428,-0.04484304932735428,3,RKLB
bullish_activity_or_put_selling,0,,,0.019033117624666973,0.33828194391574673,78.81,3,2026-05-01,,,0.019033117624666973,0.33828194391574673,,,-0.0324831874127649,-0.0324831874127649,,,0.03835807638624544,0.34018525567821345,,,0.07084126379901026,0.37266844309097835,0.04484304932735428,-0.04484304932735428,3,RKLB
mixed_or_conflicting_activity,0,,,0.019033117624666973,0.33828194391574673,78.81,8,2026-05-01,,,0.019033117624666973,0.33828194391574673,,,-0.0324831874127649,-0.0324831874127649,,,0.03835807638624544,0.34018525567821345,,,0.07084126379901026,0.37266844309097835,0.04484304932735428,-0.04484304932735428,3,RKLB
bearish_activity,-1,0.02446208377015624,0.027881783235984336,0.02026858369527229,0.06070590584593882,400.62,9,2026-04-17,-0.02446208377015624,0.027881783235984336,-0.02026858369527229,-0.06070590584593882,-0.09135839448854277,-0.09135839448854277,-0.0306774499525736,-0.08045030203185066,0.01542608956118019,0.03796615246368118,0.01542608956118019,0.01542608956118019,0.106784484049723,0.12932454695222406,0.04610353951375375,0.09587639159303087,0.030136281820519528,0.030136281820519528,3,TSLA
bullish_activity,1,0.02446208377015624,0.027881783235984336,0.02026858369527229,0.06070590584593882,400.62,11,2026-04-17,-0.02446208377015624,0.027881783235984336,-0.02026858369527229,-0.06070590584593882,-0.09135839448854277,-0.09135839448854277,-0.0306774499525736,-0.08045030203185066,0.01542608956118019,0.03796615246368118,0.01542608956118019,0.01542608956118019,0.106784484049723,0.12932454695222406,0.04610353951375375,0.09587639159303087,0.030136281820519528,0.030136281820519528,3,TSLA
bullish_activity_or_put_selling,0,0.02446208377015624,0.027881783235984336,0.02026858369527229,0.06070590584593882,400.62,1,2026-04-17,-0.02446208377015624,0.027881783235984336,-0.02026858369527229,-0.06070590584593882,-0.09135839448854277,-0.09135839448854277,-0.0306774499525736,-0.08045030203185066,0.01542608956118019,0.03796615246368118,0.01542608956118019,0.01542608956118019,0.106784484049723,0.12932454695222406,0.04610353951375375,0.09587639159303087,0.030136281820519528,0.030136281820519528,3,TSLA
mixed_or_conflicting_activity,0,0.02446208377015624,0.027881783235984336,0.02026858369527229,0.06070590584593882,400.62,1,2026-04-17,-0.02446208377015624,0.027881783235984336,-0.02026858369527229,-0.06070590584593882,-0.09135839448854277,-0.09135839448854277,-0.0306774499525736,-0.08045030203185066,0.01542608956118019,0.03796615246368118,0.01542608956118019,0.01542608956118019,0.106784484049723,0.12932454695222406,0.04610353951375375,0.09587639159303087,0.030136281820519528,0.030136281820519528,3,TSLA
bearish_activity,-1,0.13832048897156524,0.17804942864735573,0.006298166356630386,0.038586234387456786,376.3,11,2026-04-24,0.13832048897156524,0.17804942864735573,0.006298166356630386,0.038586234387456786,-0.03263353707148564,-0.03263353707148564,-0.03263353707148564,-0.03263353707148564,0.14589423332447504,0.204889715652405,0.011905394631942512,0.057191336699441875,0.17852777039596068,0.2375232527238905,0.04453893170342809,0.0898248737709275,0.006903564165685605,0.006903564165685605,3,TSLA
bullish_activity,1,0.13832048897156524,0.17804942864735573,0.006298166356630386,0.038586234387456786,376.3,11,2026-04-24,0.13832048897156524,0.17804942864735573,0.006298166356630386,0.038586234387456786,-0.03263353707148564,-0.03263353707148564,-0.03263353707148564,-0.03263353707148564,0.14589423332447504,0.204889715652405,0.011905394631942512,0.057191336699441875,0.17852777039596068,0.2375232527238905,0.04453893170342809,0.0898248737709275,0.006903564165685605,0.006903564165685605,3,TSLA
bearish_activity,-1,,,0.004324241338723667,0.09602886239189412,390.82,7,2026-05-01,,,0.004324241338723667,0.09602886239189412,,,-0.015402487078450378,-0.01739931426232033,,,0.009774320659126978,0.10332122204595473,,,0.025176807737577304,0.12072053630827492,0.024080916070539526,0.024080916070539526,3,TSLA
bullish_activity,1,,,0.004324241338723667,0.09602886239189412,390.82,10,2026-05-01,,,0.004324241338723667,0.09602886239189412,,,-0.015402487078450378,-0.01739931426232033,,,0.009774320659126978,0.10332122204595473,,,0.025176807737577304,0.12072053630827492,0.024080916070539526,0.024080916070539526,3,TSLA
bullish_activity_or_put_selling,0,,,0.004324241338723667,0.09602886239189412,390.82,3,2026-05-01,,,0.004324241338723667,0.09602886239189412,,,-0.015402487078450378,-0.01739931426232033,,,0.009774320659126978,0.10332122204595473,,,0.025176807737577304,0.12072053630827492,0.024080916070539526,0.024080916070539526,3,TSLA
mixed_or_conflicting_activity,0,,,0.004324241338723667,0.09602886239189412,390.82,2,2026-05-01,,,0.004324241338723667,0.09602886239189412,,,-0.015402487078450378,-0.01739931426232033,,,0.009774320659126978,0.10332122204595473,,,0.025176807737577304,0.12072053630827492,0.024080916070539526,0.024080916070539526,3,TSLA
bearish_activity,-1,0.04308931985796227,0.0009560229445506607,0.008467631794591757,0.016866976236000975,146.44,9,2026-04-17,0.04308931985796227,0.0009560229445506607,0.008467631794591757,0.016866976236000975,-0.0013657470636437852,-0.015364654465992889,-0.0006145861786397422,-0.0013657470636437852,0.06316580169352637,0.06316580169352637,0.020008194482382002,0.03270964217426919,0.0645315487571701,0.07853045615951926,0.020622780661021647,0.034075389237913006,0.036452164758520755,-0.036452164758520755,3,XOM
bearish_activity_or_call_selling,0,0.04308931985796227,0.0009560229445506607,0.008467631794591757,0.016866976236000975,146.44,4,2026-04-17,0.04308931985796227,0.0009560229445506607,0.008467631794591757,0.016866976236000975,-0.0013657470636437852,-0.015364654465992889,-0.0006145861786397422,-0.0013657470636437852,0.06316580169352637,0.06316580169352637,0.020008194482382002,0.03270964217426919,0.0645315487571701,0.07853045615951926,0.020622780661021647,0.034075389237913006,0.036452164758520755,-0.036452164758520755,3,XOM
bullish_activity,1,0.04308931985796227,0.0009560229445506607,0.008467631794591757,0.016866976236000975,146.44,6,2026-04-17,0.04308931985796227,0.0009560229445506607,0.008467631794591757,0.016866976236000975,-0.0013657470636437852,-0.015364654465992889,-0.0006145861786397422,-0.0013657470636437852,0.06316580169352637,0.06316580169352637,0.020008194482382002,0.03270964217426919,0.0645315487571701,0.07853045615951926,0.020622780661021647,0.034075389237913006,0.036452164758520755,-0.036452164758520755,3,XOM
mixed_or_conflicting_activity,0,0.04308931985796227,0.0009560229445506607,0.008467631794591757,0.016866976236000975,146.44,3,2026-04-17,0.04308931985796227,0.0009560229445506607,0.008467631794591757,0.016866976236000975,-0.0013657470636437852,-0.015364654465992889,-0.0006145861786397422,-0.0013657470636437852,0.06316580169352637,0.06316580169352637,0.020008194482382002,0.03270964217426919,0.0645315487571701,0.07853045615951926,0.020622780661021647,0.034075389237913006,0.036452164758520755,-0.036452164758520755,3,XOM
bearish_activity_or_call_selling,0,0.029145121214156244,0.02598885232690895,0.004835135316634154,0.025787388355382523,148.91,5,2026-04-24,-0.029145121214156244,0.02598885232690895,-0.004835135316634154,0.025787388355382523,-0.03350950238399042,-0.03350950238399042,-0.006311866227922902,-0.006311866227922902,0.045530857564972216,0.045530857564972216,0.015244107178832955,0.045530857564972216,0.07904035994896251,0.07904035994896251,0.02155597340675579,0.05184272379289501,0.010761974357270998,-0.010761974357270998,3,XOM
bullish_activity,1,0.029145121214156244,0.02598885232690895,0.004835135316634154,0.025787388355382523,148.91,5,2026-04-24,-0.029145121214156244,0.02598885232690895,-0.004835135316634154,0.025787388355382523,-0.03350950238399042,-0.03350950238399042,-0.006311866227922902,-0.006311866227922902,0.045530857564972216,0.045530857564972216,0.015244107178832955,0.045530857564972216,0.07904035994896251,0.07904035994896251,0.02155597340675579,0.05184272379289501,0.010761974357270998,-0.010761974357270998,3,XOM
bullish_activity_or_put_selling,0,0.029145121214156244,0.02598885232690895,0.004835135316634154,0.025787388355382523,148.91,2,2026-04-24,-0.029145121214156244,0.02598885232690895,-0.004835135316634154,0.025787388355382523,-0.03350950238399042,-0.03350950238399042,-0.006311866227922902,-0.006311866227922902,0.045530857564972216,0.045530857564972216,0.015244107178832955,0.045530857564972216,0.07904035994896251,0.07904035994896251,0.02155597340675579,0.05184272379289501,0.010761974357270998,-0.010761974357270998,3,XOM
mixed_or_conflicting_activity,0,0.029145121214156244,0.02598885232690895,0.004835135316634154,0.025787388355382523,148.91,11,2026-04-24,-0.029145121214156244,0.02598885232690895,-0.004835135316634154,0.025787388355382523,-0.03350950238399042,-0.03350950238399042,-0.006311866227922902,-0.006311866227922902,0.045530857564972216,0.045530857564972216,0.015244107178832955,0.045530857564972216,0.07904035994896251,0.07904035994896251,0.02155597340675579,0.05184272379289501,0.010761974357270998,-0.010761974357270998,3,XOM
bearish_activity,-1,,,0.006153846153846176,0.05355155482815066,152.75,2,2026-05-01,,,0.006153846153846176,-0.05355155482815066,,,-0.021178396072013217,-0.057806219312602325,,,0.011260229132569632,0.016628477905073602,,,0.03243862520458273,0.07443469721767595,0.010237802112356698,-0.010237802112356698,3,XOM
bullish_activity,1,,,0.006153846153846176,0.05355155482815066,152.75,10,2026-05-01,,,0.006153846153846176,-0.05355155482815066,,,-0.021178396072013217,-0.057806219312602325,,,0.011260229132569632,0.016628477905073602,,,0.03243862520458273,0.07443469721767595,0.010237802112356698,-0.010237802112356698,3,XOM
bullish_activity_or_put_selling,0,,,0.006153846153846176,0.05355155482815066,152.75,1,2026-05-01,,,0.006153846153846176,-0.05355155482815066,,,-0.021178396072013217,-0.057806219312602325,,,0.011260229132569632,0.016628477905073602,,,0.03243862520458273,0.07443469721767595,0.010237802112356698,-0.010237802112356698,3,XOM
mixed_or_conflicting_activity,0,,,0.006153846153846176,0.05355155482815066,152.75,10,2026-05-01,,,0.006153846153846176,-0.05355155482815066,,,-0.021178396072013217,-0.057806219312602325,,,0.011260229132569632,0.016628477905073602,,,0.03243862520458273,0.07443469721767595,0.010237802112356698,-0.010237802112356698,3,XOM
