avg_abs_underlying_fwd_10d,avg_abs_underlying_fwd_14d,avg_abs_underlying_fwd_1d,avg_abs_underlying_fwd_5d,avg_directional_underlying_fwd_10d,avg_directional_underlying_fwd_14d,avg_directional_underlying_fwd_1d,avg_directional_underlying_fwd_5d,avg_option_contract_long_fwd_10d,avg_option_contract_long_fwd_14d,avg_option_contract_long_fwd_1d,avg_option_contract_long_fwd_5d,avg_underlying_path_range_10d,avg_underlying_path_range_14d,avg_underlying_path_range_1d,avg_underlying_path_range_5d,direction_hypothesis,directional_underlying_hit_rate_10d,directional_underlying_hit_rate_14d,directional_underlying_hit_rate_1d,directional_underlying_hit_rate_5d,n_dates,n_events,n_symbols,option_contract_long_hit_rate_10d,option_contract_long_hit_rate_14d,option_contract_long_hit_rate_1d,option_contract_long_hit_rate_5d,sample,symbol
0.22526800072407027,0.43401464874171736,0.03450965451455122,0.12496163394025704,,,,,0.8994239265247665,2.6099184817672216,0.005742977777639256,0.35427008193668996,0.3302259878086771,0.541598491713184,0.06886602492508295,0.21121425046418807,mixed_or_conflicting_activity,,,,,3,26,1,0.7222222222222222,0.7222222222222222,0.5384615384615384,0.34615384615384615,complete_evidence_by_symbol_direction,RKLB
0.0870842066309312,0.11047398821223861,0.01044321379820187,0.0608519913932864,-0.06506833123779057,-0.11047398821223861,0.003069175331979656,-0.020381387495993854,-0.5898062586491674,-0.8712925762242756,-0.03215396557769665,-0.31333457272143045,0.14624329154015372,0.1888338351266406,0.04004065772313088,0.09985203296205203,bearish_activity,0.45,0.0,0.3333333333333333,0.3333333333333333,3,27,1,0.0,0.0,0.3333333333333333,0.3333333333333333,complete_evidence_by_symbol_direction,TSLA
0.08139128637086074,0.10296560594167005,0.010483645748692691,0.06414069270269665,0.056929202600704505,0.10296560594167005,-0.003451005541807009,0.022405382433613712,0.843976613290283,1.5570800063993486,-0.06673560432528367,0.5296140727187266,0.14265612722284185,0.1834238998380573,0.039026101898899164,0.10155997756519661,bullish_activity,0.5,1.0,0.65625,0.65625,3,32,1,0.5,0.5,0.65625,0.65625,complete_evidence_by_symbol_direction,TSLA
0.02446208377015624,0.027881783235984336,0.008310326927860823,0.0871981232554053,,,,,-0.11704834605597947,-0.7175572519083969,-0.061166568800156584,-0.5740213348991975,0.106784484049723,0.12932454695222406,0.030408490681621415,0.11450950012946391,bullish_activity_or_put_selling,,,,,2,4,1,0.0,0.0,0.25,0.25,complete_evidence_by_symbol_direction,TSLA
0.02446208377015624,0.027881783235984336,0.009639022124239874,0.08425454354324236,,,,,-0.11704834605597947,-0.7175572519083969,0.008276990400643966,0.5311990196975125,0.106784484049723,0.12932454695222406,0.03215238499630279,0.1124391547365269,mixed_or_conflicting_activity,,,,,2,3,1,0.0,0.0,0.6666666666666666,0.6666666666666666,complete_evidence_by_symbol_direction,TSLA
0.04308931985796227,0.0009560229445506607,0.008046943496274378,0.023536899616391826,-0.04308931985796227,-0.0009560229445506607,-0.008046943496274378,-0.004063606951609768,-0.7421383647798743,-0.5073375262054507,-0.12218688071408343,-0.0006694532798214657,0.0645315487571701,0.07853045615951926,0.02277111603257821,0.04141344523423354,bearish_activity,0.0,0.0,0.0,0.18181818181818182,2,11,1,0.0,0.0,0.0,0.18181818181818182,complete_evidence_by_symbol_direction,XOM
0.03534254283362559,0.014863150379194156,0.006449578195726422,0.0218227607467685,,,,,-0.24668041535511412,-0.3969752885415536,-0.019637106986504633,0.21463330800680194,0.07259199941927699,0.07881373604254328,0.021141221075318392,0.043946130657347454,bearish_activity_or_call_selling,,,,,2,9,1,0.4444444444444444,0.0,0.4444444444444444,1.0,complete_evidence_by_symbol_direction,XOM
0.03675104774714135,0.01233458175471352,0.006500948994723003,0.036459730832115476,0.01025548300699931,0.01233458175471352,0.004198503605849597,-0.014541749956599435,-0.10723483615049875,-0.4083360468902637,0.06232529274697943,-0.33943760299181985,0.07112646293525755,0.07876223060926618,0.02647156204979696,0.0575244250747006,bullish_activity,0.5454545454545454,1.0,0.7619047619047619,0.5238095238095238,3,21,1,0.5454545454545454,0.0,0.7619047619047619,0.5238095238095238,complete_evidence_by_symbol_direction,XOM
0.029145121214156244,0.02598885232690895,0.005274705595704828,0.0350421105129719,,,,,0.14516129032258052,-0.9290322580645162,-0.055496398371437605,0.044806347217872355,0.07904035994896251,0.07904035994896251,0.025183524006031438,0.05937338160115532,bullish_activity_or_put_selling,,,,,2,3,1,1.0,0.0,0.0,0.3333333333333333,complete_evidence_by_symbol_direction,XOM
0.032133163780686105,0.02062467460211789,0.005838660225217197,0.036240739537446554,,,,,-0.02661675142279248,-0.7936746460230537,-0.04413913529401516,0.19441750557615686,0.07593132897929271,0.07893109485122467,0.02597376256263358,0.059035129233847655,mixed_or_conflicting_activity,,,,,3,24,1,0.7857142857142857,0.0,0.08333333333333333,0.4583333333333333,complete_evidence_by_symbol_direction,XOM
